code,pre,city,city_kana
413275,41,吉野ヶ里町,ヨシノガリチョウ
413411,41,基山町,キヤマチョウ
413453,41,上峰町,カミミネチョウ
413461,41,みやき町,ミヤキチョウ
413879,41,玄海町,ゲンカイチョウ
414018,41,有田町,アリタチョウ
414239,41,大町町,オオマチチョウ
414247,41,江北町,コウホクマチ
414255,41,白石町,シロイシチョウ
414417,41,太良町,タラチョウ
422011,42,長崎市,ナガサキシ
422029,42,佐世保市,サセボシ
422037,42,島原市,シマバラシ
422045,42,諫早市,イサハヤシ
422053,42,大村市,オオムラシ
422070,42,平戸市,ヒラドシ
422088,42,松浦市,マツウラシ
422096,42,対馬市,ツシマシ
422100,42,壱岐市,イキシ
422118,42,五島市,ゴトウシ
422126,42,西海市,サイカイシ
422134,42,雲仙市,ウンゼンシ
422142,42,南島原市,ミナミシマバラシ
423076,42,長与町,ナガヨチョウ
423084,42,時津町,トギツチョウ
423211,42,東彼杵町,ヒガシソノギチョウ
423220,42,川棚町,カワタナチョウ
423238,42,波佐見町,ハサミチョウ
423831,42,小値賀町,オヂカチョウ
423912,42,佐々町,サザチョウ
424111,42,新上五島町,シンカミゴトウチョウ
431001,43,熊本市,クマモトシ
432024,43,八代市,ヤツシロシ
432032,43,人吉市,ヒトヨシシ
432041,43,荒尾市,アラオシ
432059,43,水俣市,ミナマタシ
432067,43,玉名市,タマナシ
432083,43,山鹿市,ヤマガシ
432105,43,菊池市,キクチシ
432113,43,宇土市,ウトシ
432121,43,上天草市,カミアマクサシ
432130,43,宇城市,ウキシ
432148,43,阿蘇市,アソシ
432156,43,天草市,アマクサシ
432164,43,合志市,コウシシ
433489,43,美里町,ミサトマチ
433641,43,玉東町,ギョクトウマチ
433675,43,南関町,ナンカンマチ
433683,43,長洲町,ナガスマチ
433691,43,和水町,ナゴミマチ
434035,43,大津町,オオヅマチ
434043,43,菊陽町,キクヨウマチ
434230,43,南小国町,ミナミオグニマチ
434248,43,小国町,オグニマチ
434256,43,産山村,ウブヤマムラ
434281,43,高森町,タカモリマチ
434329,43,西原村,ニシハラムラ
434337,43,南阿蘇村,ミナミアソムラ
434418,43,御船町,ミフネマチ
434426,43,嘉島町,カシママチ
434434,43,益城町,マシキマチ
434442,43,甲佐町,コウサマチ
434477,43,山都町,ヤマトチョウ
434680,43,氷川町,ヒカワチョウ
434825,43,芦北町,アシキタマチ
434841,43,津奈木町,ツナギマチ
435015,43,錦町,ニシキマチ
435058,43,多良木町,タラギマチ
435066,43,湯前町,ユノマエマチ
435074,43,水上村,ミズカミムラ
435104,43,相良村,サガラムラ
435112,43,五木村,イツキムラ
435121,43,山江村,ヤマエムラ
435139,43,球磨村,クマムラ
435147,43,あさぎり町,アサギリチョウ
435317,43,苓北町,レイホクマチ
442011,44,大分市,オオイタシ
442020,44,別府市,ベップシ
442038,44,中津市,ナカツシ
442046,44,日田市,ヒタシ
442054,44,佐伯市,サイキシ
442062,44,臼杵市,ウスキシ
442071,44,津久見市,ツクミシ
442089,44,竹田市,タケタシ
442097,44,豊後高田市,ブンゴタカダシ
442101,44,杵築市,キツキシ
442119,44,宇佐市,ウサシ
442127,44,豊後大野市,ブンゴオオノシ
442135,44,由布市,ユフシ
442143,44,国東市,クニサキシ
443221,44,姫島村,ヒメシマムラ
443417,44,日出町,ヒジマチ
444618,44,九重町,ココノエマチ
444626,44,玖珠町,クスマチ
452017,45,宮崎市,ミヤザキシ
452025,45,都城市,ミヤコノジョウシ
452033,45,延岡市,ノベオカシ
452041,45,日南市,ニチナンシ
452050,45,小林市,コバヤシシ
452068,45,日向市,ヒュウガシ
452076,45,串間市,クシマシ
452084,45,西都市,サイトシ
452092,45,えびの市,エビノシ
453412,45,三股町,ミマタチョウ
453617,45,高原町,タカハルチョウ
453820,45,国富町,クニトミチョウ
453838,45,綾町,アヤチョウ
454010,45,高鍋町,タカナベチョウ
454028,45,新富町,シントミチョウ
454036,45,西米良村,ニシメラソン
454044,45,木城町,キジョウチョウ
454052,45,川南町,カワミナミチョウ
454061,45,都農町,ツノチョウ
454214,45,門川町,カドガワチョウ
454290,45,諸塚村,モロツカソン
454303,45,椎葉村,シイバソン
454311,45,美郷町,ミサトチョウ
454419,45,高千穂町,タカチホチョウ
454427,45,日之影町,ヒノカゲチョウ
454435,45,五ヶ瀬町,ゴカセチョウ
462012,46,鹿児島市,カゴシマシ
462039,46,鹿屋市,カノヤシ
462047,46,枕崎市,マクラザキシ
462063,46,阿久根市,アクネシ
462080,46,出水市,イズミシ
462101,46,指宿市,イブスキシ
462136,46,西之表市,ニシノオモテシ
462144,46,垂水市,タルミズシ
462152,46,薩摩川内市,サツマセンダイシ
462161,46,日置市,ヒオキシ
462179,46,曽於市,ソオシ
462187,46,霧島市,キリシマシ
462195,46,いちき串木野市,イチキクシキノシ
462209,46,南さつま市,ミナミサツマシ
462217,46,志布志市,シブシシ
462225,46,奄美市,アマミシ
462233,46,南九州市,ミナミキュウシュウシ
462241,46,伊佐市,イサシ
462250,46,姶良市,アイラシ
463035,46,三島村,ミシマムラ
463043,46,十島村,トシマムラ
463922,46,さつま町,サツマチョウ
464040,46,長島町,ナガシマチョウ
464520,46,湧水町,ユウスイチョウ
464686,46,大崎町,オオサキチョウ
464821,46,東串良町,ヒガシクシラチョウ
464902,46,錦江町,キンコウチョウ
464911,46,南大隅町,ミナミオオスミチョウ
464929,46,肝付町,キモツキチョウ
465011,46,中種子町,ナカタネチョウ
465020,46,南種子町,ミナミタネチョウ
465054,46,屋久島町,ヤクシマチョウ
465232,46,大和村,ヤマトソン
465241,46,宇検村,ウケンソン
465259,46,瀬戸内町,セトウチチョウ
465275,46,龍郷町,タツゴウチョウ
465291,46,喜界町,キカイチョウ
465305,46,徳之島町,トクノシマチョウ
465313,46,天城町,アマギチョウ
465321,46,伊仙町,イセンチョウ
465330,46,和泊町,ワドマリチョウ
465348,46,知名町,チナチョウ
465356,46,与論町,ヨロンチョウ
472018,47,那覇市,ナハシ
472051,47,宜野湾市,ギノワンシ
472077,47,石垣市,イシガキシ
472085,47,浦添市,ウラソエシ
472093,47,名護市,ナゴシ
472107,47,糸満市,イトマンシ
472115,47,沖縄市,オキナワシ
472123,47,豊見城市,トミグスクシ
472131,47,うるま市,ウルマシ
472140,47,宮古島市,ミヤコジマシ
472158,47,南城市,ナンジョウシ
473014,47,国頭村,クニガミソン
473022,47,大宜味村,オオギミソン
473031,47,東村,ヒガシソン
473065,47,今帰仁村,ナキジンソン
473081,47,本部町,モトブチョウ
473111,47,恩納村,オンナソン
473138,47,宜野座村,ギノザソン
473146,47,金武町,キンチョウ
473154,47,伊江村,イエソン
473243,47,読谷村,ヨミタンソン
473251,47,嘉手納町,カデナチョウ
473260,47,北谷町,チヤタンチョウ
473278,47,北中城村,キタナカグスクソン
473286,47,中城村,ナカグスクソン
473294,47,西原町,ニシハラチョウ
473481,47,与那原町,ヨナバルチョウ
473502,47,南風原町,ハエバルチョウ
473537,47,渡嘉敷村,トカシキソン
473545,47,座間味村,ザマミソン
473553,47,粟国村,アグニソン
473561,47,渡名喜村,トナキソン
473570,47,南大東村,ミナミダイトウソン
473588,47,北大東村,キタダイトウソン
473596,47,伊平屋村,イヘヤソン
473600,47,伊是名村,イゼナソン
473618,47,久米島町,クメジマチョウ
473626,47,八重瀬町,ヤエセチョウ
473758,47,多良間村,タラマソン
473812,47,竹富町,タケトミチョウ
473821,47,与那国町,ヨナグニチョウ
